Title1,Title_URL,Image,flex,flex1,flex2,textblack,flex3,flex4,scfrdjqd,schqync,textsm
Toyota YARIS 1.5 E (A) FREE 3 YEARS WARRANTY,https://www.mudah.my/2019-toyota-yaris-1-5-e-a-free-3-years-warranty-109527750.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,60000 - 64999,2019,2019,1496cc,2019,2025,Selangor,"RM52,800"
Nissan ALMERA 1.5 E (A) FREE 3 YEARS WARRANTY,https://www.mudah.my/nissan-almera-1-5-e-a-free-3-years-warranty-109524647.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,70000 - 74999,2019,,1498cc,1498cc,2025,Selangor,"RM28,800"
Toyota HILUX 2.8 L-EDITION FACELIFT (A),https://www.mudah.my/2019-toyota-hilux-2-8-l-edition-facelift-a-109353925.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,90000 - 94999,2019,2019,2755cc,2019,2025,Selangor,"RM97,800"
Perodua MYVI 1.3 X (A) FREE 3 YEARS WARRANTY,https://www.mudah.my/perodua-myvi-1-3-x-a-free-3-years-warranty-108500387.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,90000 - 94999,2019,,1329cc,1329cc,2025,Selangor,"RM32,800"
BMW 320i F30 SPORT LINE 2.0 (A) (OTR PRICE),https://www.mudah.my/2014-bmw-320i-f30-sport-line-2-0-a-otr-price-108866132.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,150000 - 159999,2014,2014,1997cc,2014,2025,Selangor,
Mazda 3 1.6 SPORT (SEDAN) (A),https://www.mudah.my/2015-mazda-3-1-6-sport-sedan-a-109203140.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,120000 - 129999,2015,2015,1598cc,2015,2025,Selangor,
MERCEDES BENZ A250 (a) AMG/F.S.R HAP SENG/F.LOAN,https://www.mudah.my/mercedes-benz-a250-a-amg-f-s-r-hap-seng-f-loan-108673279.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,130000 - 139999,2014,2014,1991cc,2014,2025,Selangor,"RM69,700"
ORI2015 Honda CR-V 2.0 i-VTEC FACELIFT E-LEATHER,https://www.mudah.my/ori2015-honda-cr-v-2-0-i-vtec-facelift-e-leather-108576027.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,75000 - 79999,2015,2015,1997cc,2015,2025,Kuala Lumpur,"RM49,888"
ORI19 Perodua MYVI 1.5 AV ADVANCE LEATHER ONE OWN,https://www.mudah.my/ori19-perodua-myvi-1-5-av-advance-leather-one-own-109149533.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,70000 - 74999,2019,2019,1496cc,2019,2025,Kuala Lumpur,"RM42,888"
Perodua Alza 1.5 Ezi Advance(A)Buy1Free1KedaiLoan,https://www.mudah.my/perodua-alza-1-5-ezi-advance-a-buy1free1kedailoan-109333884.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,120000 - 129999,2012,,1495cc,1495cc,2025,Negeri Sembilan,"RM17,800"
Hyundai ACCENT 1.5 L (A),https://www.mudah.my/2005-hyundai-accent-1-5-l-a-109808237.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,110000 - 119999,2005,2005,1495cc,2005,2025,Melaka,"RM7,000"
Toyota VELLFIRE 2.5 (A)FULON OTR 5YR WARANTY,https://www.mudah.my/2017-toyota-vellfire-2-5-a-fulon-otr-5yr-waranty-109780615.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,65000 - 69999,2017,2017,2494cc,2017,2025,Selangor,"RM159,900"
ORI2016 Honda CITY 1.5 V KEYLESS LEATHER ONE OWNER,https://www.mudah.my/ori2016-honda-city-1-5-v-keyless-leather-one-owner-109327191.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,75000 - 79999,2016,2016,1497cc,2016,2025,Kuala Lumpur,"RM40,888"
17 Bmw 330E M-PERFORMANCE FULOAN OTR (CASH BACK),https://www.mudah.my/17-bmw-330e-m-performance-fuloan-otr-cash-back-109251830.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,85000 - 89999,2017,2017,1998cc,2017,2025,Selangor,"RM54,900"
Bmw 740Le xDrive 2.0(A)OVERLOAN UP TO 200K,https://www.mudah.my/2018-bmw-740le-xdrive-2-0-a-overloan-up-to-200k-109251829.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,80000 - 84999,2018,,1998cc,1998cc,2025,Selangor,"RM113,900"
Bmw 330e 2.0 MSPORT WARNTY BMW TIL 2025 FULON,https://www.mudah.my/2020-bmw-330e-2-0-msport-warnty-bmw-til-2025-fulon-109251777.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,85000 - 89999,2020,,1998cc,1998cc,2025,Selangor,"RM133,900"
Honda CITY 1.5 V FACELIFT (A),https://www.mudah.my/2018-honda-city-1-5-v-facelift-a-109808236.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,90000 - 94999,2018,2018,1497cc,2018,2025,Selangor,"RM48,000"
Proton WAJA 1.6 (A),https://www.mudah.my/2002-proton-waja-1-6-a-109808235.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,140000 - 149999,2002,,1584cc,1584cc,2025,Perak,"RM4,500"
Mercedes Benz C300 2.0 AMG (FREE Try Loan),https://www.mudah.my/2023-mercedes-benz-c300-2-0-amg-free-try-loan-109808104.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,30000 - 34999,2023,2023,1999cc,2023,2025,Johor,"RM275,000"
LAST BATCH Suzuki VITARA Street Smart 1.6 (A),https://www.mudah.my/2001-last-batch-suzuki-vitara-street-smart-1-6-a-109808066.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,200000 - 249999,2001,2001,1590cc,2001,2025,Perak,"RM26,800"
Honda CIVIC 1.8 S (A) LOW MILEAGE,https://www.mudah.my/2019-honda-civic-1-8-s-a-low-mileage-109808052.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,75000 - 79999,2019,,1799cc,1799cc,2025,Johor,"RM84,800"
Mitsubishi TRITON 2.4 VGT A/T GL (A),https://www.mudah.my/2018-mitsubishi-triton-2-4-vgt-a-t-gl-a-109808038.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,70000 - 74999,2018,2018,2442cc,2018,2025,Johor,"RM59,800"
JBL*(4.5B) 2019 Toyota ALPHARD 2.5 SC SUNROOF*DIM*,https://www.mudah.my/jbl-4-5b-2019-toyota-alphard-2-5-sc-sunroof-dim-109808030.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,70000 - 74999,2019,,2499cc,2499cc,2025,Kuala Lumpur,"RM220,000"
Toyota C-HR 1.8 (A),https://www.mudah.my/2018-toyota-c-hr-1-8-a-109808025.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,90000 - 94999,2018,2018,1798cc,2018,2025,Johor,"RM89,999"
Honda ODYSSEY 2.4 ABSOLUTE EX (16K MILEAGE),https://www.mudah.my/2022-honda-odyssey-2-4-absolute-ex-16k-mileage-108407836.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,15000 - 19999,2022,,2356cc,2356cc,2025,Kuala Lumpur,"RM206,000"
ORI2011 Honda INSIGHT 1.3 HYBRID MUGEN ONE OWNER,https://www.mudah.my/ori2011-honda-insight-1-3-hybrid-mugen-one-owner-109567535.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,95000 - 99999,2011,2011,1339cc,2011,2025,Kuala Lumpur,"RM16,888"
Toyota CAMRY 2.5 HYBRID🚘GAJI CASH✅FULL LOAN,https://www.mudah.my/2016-toyota-camry-2-5-hybrid-gaji-cash-full-loan-109722314.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,85000 - 89999,2016,2016,2494cc,2016,2025,Johor,"RM63,800"
Honda CITY 1.5 i-VTEC (A)-NO DOC✅FULL LOAN💯,https://www.mudah.my/2013-honda-city-1-5-i-vtec-a-no-doc-full-loan-109722310.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,110000 - 119999,2013,2013,1497cc,2013,2025,Johor,"RM28,800"
Land Rover DEFENDER 110 2.0 P300 MERIDIAN 5A,https://www.mudah.my/2020-land-rover-defender-110-2-0-p300-meridian-5a-109808227.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,15000 - 19999,2020,,1995cc,1995cc,2025,Selangor,"RM355,000"
Honda City 1.5 I-Vtec (A) Buy 1 Free 1 Kedai Loan,https://www.mudah.my/honda-city-1-5-i-vtec-a-buy-1-free-1-kedai-loan-109588140.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,180000 - 189999,2010,,1497cc,1497cc,2025,Negeri Sembilan,"RM17,800"
Mercedes Benz W213 E200 2.0 (A) Buy1Free1KedaiLoan,https://www.mudah.my/mercedes-benz-w213-e200-2-0-a-buy1free1kedailoan-109310843.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,75000 - 79999,2017,,1991cc,1991cc,2025,Negeri Sembilan,"RM108,000"
Honda ACCORD 2.0 VTi-L GAJI CASH FULLON 7XX,https://www.mudah.my/2012-honda-accord-2-0-vti-l-gaji-cash-fullon-7xx-108465241.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,95000 - 99999,2012,2012,1997cc,2012,2025,Johor,"RM27,800"
Mercedes Benz CLA200 1.6 A 2025 NEW PRICE,https://www.mudah.my/2015-mercedes-benz-cla200-1-6-a-2025-new-price-109566028.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,80000 - 84999,2015,,1595cc,1595cc,2025,Penang,"RM69,900"
Nissan ALMERA 1.5 VL (A) CNY OFFER~ Hrg OTR~,https://www.mudah.my/nissan-almera-1-5-vl-a-cny-offer-hrg-otr-109760281.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,120000 - 129999,2012,2012,1498cc,2012,2025,Selangor,"RM17,800"
Volkswagen PASSAT 1.8 TSI (CKD) ENHANCED (A),https://www.mudah.my/2016-volkswagen-passat-1-8-tsi-ckd-enhanced-a-109021617.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,80000 - 84999,2016,2016,1798cc,2016,2025,Perak,"RM35,900"
Honda CITY 1.5 E (A) 53k km mileage,https://www.mudah.my/2020-honda-city-1-5-e-a-53k-km-mileage-109765521.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,50000 - 54999,2020,2020,1497cc,2020,2025,Johor,"RM62,799"
"Mini COOPER RC32 1.6 (A) SUNROOF,CNY OFFER ~",https://www.mudah.my/mini-cooper-rc32-1-6-a-sunroof-cny-offer-108961937.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,150000 - 159999,2004,2004,1598cc,2004,2025,Selangor,"RM28,800"
Audi A4 1.8 TFSI S -LINE (A) FACELIFT,https://www.mudah.my/2014-audi-a4-1-8-tfsi-s-line-a-facelift-109516846.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,100000 - 109999,2014,2014,1798cc,2014,2025,Kuala Lumpur,"RM37,800"
Kia OPTIMA GT 2.0 TURBO/ RED LEATHER/ SUNROOF,https://www.mudah.my/2018-kia-optima-gt-2-0-turbo-red-leather-sunroof-109507329.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,110000 - 119999,2018,2018,1999cc,2018,2025,Kuala Lumpur,"RM82,800"
Bmw 218i ACTIVE TOURER 1.5 LUXURY (A) 1 OWNER,https://www.mudah.my/2015-bmw-218i-active-tourer-1-5-luxury-a-1-owner-106706388.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,95000 - 99999,2015,2015,1499cc,2015,2025,Kuala Lumpur,"RM49,800"
Mini COOPER COUNTRYMAN S 2.0 / HARMAN KARDON,https://www.mudah.my/2017-mini-cooper-countryman-s-2-0-harman-kardon-106676882.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,75000 - 79999,2017,2017,1998cc,2017,2025,Kuala Lumpur,"RM116,800"
Mercedes Benz C250 CGI TURBO 1.8 FACELIFT,https://www.mudah.my/2012-mercedes-benz-c250-cgi-turbo-1-8-facelift-104730349.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,130000 - 139999,2012,2012,1796cc,2012,2025,Kuala Lumpur,"RM45,800"
Lexus RX300t VER-L  JAPAN MODELISTA P/ROOF,https://www.mudah.my/2022-lexus-rx300t-ver-l-japan-modelista-p-roof-109764138.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,20000 - 24999,2022,,1998cc,1998cc,2025,Kuala Lumpur,"RM289,800"
(ambiance light) Mercedes Benz A180 1.3 AMG,https://www.mudah.my/2020-ambiance-light-mercedes-benz-a180-1-3-amg-109470596.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,30000 - 34999,2020,,1332cc,1332cc,2025,Selangor,"RM163,000"
Perodua MYVI 1.5 SE (A) FULLON,https://www.mudah.my/2015-perodua-myvi-1-5-se-a-fullon-109193196.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,85000 - 89999,2015,2015,1495cc,2015,2025,Selangor,"RM28,000"
Toyota VIOS 1.5 TRD SPORTIVO (A) FULLON,https://www.mudah.my/2014-toyota-vios-1-5-trd-sportivo-a-fullon-109134114.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,80000 - 84999,2014,2014,1497cc,2014,2025,Kuala Lumpur,"RM34,800"
Honda JAZZ 1.5 E (A),https://www.mudah.my/2014-honda-jazz-1-5-e-a-109128431.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,80000 - 84999,2014,2014,1497cc,2014,2025,Selangor,"RM39,980"
Perodua MYVI 1.3 EZi (A),https://www.mudah.my/2007-perodua-myvi-1-3-ezi-a-109808180.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,15000 - 19999,2007,2007,1298cc,2007,2025,Kedah,"RM10,500"
"BMW 320i M-SPORTS 2.0 - ""FULLON",https://www.mudah.my/2014-bmw-320i-m-sports-2-0-fullon-109133476.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,75000 - 79999,2014,2014,1997cc,2014,2025,Kuala Lumpur,"RM44,000"
Mercedes Benz GLC43 3.0 COUPE AMG PREMIUM PLUS WTY,https://www.mudah.my/mercedes-benz-glc43-3-0-coupe-amg-premium-plus-wty-109736290.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,0 - 4999,2019,2019,2996cc,2019,2025,Selangor,"RM238,500"
Honda CR-V 2.0 (A),https://www.mudah.my/2014-honda-cr-v-2-0-a-109485879.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,95000 - 99999,2014,,1997cc,1997cc,2025,Selangor,"RM36,800"
Honda JAZZ 1.5 (A),https://www.mudah.my/2016-honda-jazz-1-5-a-108545731.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,75000 - 79999,2016,,1497cc,1497cc,2025,Selangor,"RM36,800"
Honda CITY 1.5 E (A),https://www.mudah.my/2023-honda-city-1-5-e-a-108731543.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,35000 - 39999,2023,,1498cc,1498cc,2025,Selangor,"RM65,800"
Honda CR-V 2.0 2WD (A),https://www.mudah.my/2022-honda-cr-v-2-0-2wd-a-107665660.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,65000 - 69999,2022,,1997cc,1997cc,2025,Selangor,"RM109,800"
Mazda CX-5 2.0G GLS 2WD FACELIFT (A),https://www.mudah.my/2018-mazda-cx-5-2-0g-gls-2wd-facelift-a-109808175.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,70000 - 74999,2018,2018,1998cc,2018,2025,Johor,"RM83,900"
Mercedes Benz GLA35 2.0 AMG 4MATIC F/SERVIS UndWTY,https://www.mudah.my/mercedes-benz-gla35-2-0-amg-4matic-f-servis-undwty-109370821.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,0 - 4999,2022,,1991cc,1991cc,2025,Selangor,"RM241,800"
Toyota ALPHARD 2.5SC PRECRASH 3LED JAPAN UNRG,https://www.mudah.my/2020-toyota-alphard-2-5sc-precrash-3led-japan-unrg-109808172.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,20000 - 24999,2020,,2493cc,2493cc,2025,Selangor,"RM209,000"
Perodua MYVI 1.5 SE (A)Blh Loan Credit/Kedai,https://www.mudah.my/2012-perodua-myvi-1-5-se-a-blh-loan-credit-kedai-109808171.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,95000 - 99999,2012,,1495cc,1495cc,2025,Selangor,"RM20,990"
Mercedes Benz W140 S320 L (CBU),https://www.mudah.my/1995-mercedes-benz-w140-s320-l-cbu-109808019.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,200000 - 249999,1995,,3199cc,3199cc,2025,Selangor,"RM49,888"
Mercedes Benz GLC300 2.0 4MATIC COUPE (A),https://www.mudah.my/2019-mercedes-benz-glc300-2-0-4matic-coupe-a-109808017.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,70000 - 74999,2019,,1991cc,1991cc,2025,Johor,"RM229,800"
Proton SUPRIMA S 1.6 PREMIUM (A)loan kedai,https://www.mudah.my/2016-proton-suprima-s-1-6-premium-a-loan-kedai-109808010.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,75000 - 79999,2016,,1561cc,1561cc,2025,Selangor,"RM20,800"
Honda CIVIC 1.5 TC-PREMIUM (A) TYPE R B/KIT,https://www.mudah.my/2017-honda-civic-1-5-tc-premium-a-type-r-b-kit-109807995.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,75000 - 79999,2017,,1498cc,1498cc,2025,Johor,"RM75,800"
Mercedes Benz GLC AMG 43 COUPE 3.0 F.S.R 20K,https://www.mudah.my/2022-mercedes-benz-glc-amg-43-coupe-3-0-f-s-r-20k-109807990.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,25000 - 29999,2022,2022,2996cc,2022,2025,Kuala Lumpur,"RM363,800"
Mazda CX-5 2.0G GLS 2WD FACELIFT (A),https://www.mudah.my/2018-mazda-cx-5-2-0g-gls-2wd-facelift-a-109807988.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,80000 - 84999,2018,2018,1998cc,2018,2025,Penang,"RM83,800"
Mercedes Benz C300 COUPE 2.0 AMG (CBU) W205,https://www.mudah.my/2016-mercedes-benz-c300-coupe-2-0-amg-cbu-w205-109807981.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,50000 - 54999,2016,2016,1991cc,2016,2025,Kuala Lumpur,"RM144,800"
Honda CIVIC 1.5 TCP TURBO🔥,https://www.mudah.my/2019-honda-civic-1-5-tcp-turbo-109022928.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,80000 - 84999,2019,2019,1498cc,2019,2025,Kuala Lumpur,"RM81,000"
Perodua Myvi EZI 1.3 (A) Buy1 Free1 Kedai Loan,https://www.mudah.my/perodua-myvi-ezi-1-3-a-buy1-free1-kedai-loan-108534774.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,90000 - 94999,2012,,1298cc,1298cc,2025,Negeri Sembilan,"RM17,800"
Perodua AXIA 1.0 G (A)-DREAMY PURPLE GREY,https://www.mudah.my/2016-perodua-axia-1-0-g-a-dreamy-purple-grey-109808166.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,100000 - 109999,2016,2016,998cc,2016,2025,Kedah,"RM22,999"
Perodua Myvi Ez 1.3 (A) Kedai Loan For Sale,https://www.mudah.my/perodua-myvi-ez-1-3-a-kedai-loan-for-sale-108703780.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,130000 - 139999,2014,,1298cc,1298cc,2025,Negeri Sembilan,"RM15,800"
Mercedes Benz C200 AMG 2.0(A) Buy1Free1 Kedai Loan,https://www.mudah.my/mercedes-benz-c200-amg-2-0-a-buy1free1-kedai-loan-104360241.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,130000 - 139999,2015,,1991cc,1991cc,2025,Negeri Sembilan,"RM69,800"
Porsche MACAN 2.0L/BOSE SOUND SYSTEM/PANROOF,https://www.mudah.my/2019-porsche-macan-2-0l-bose-sound-system-panroof-106965543.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,20000 - 24999,2019,,1984cc,1984cc,2025,Selangor,"RM263,000"
Porsche 911 GT3 3.8 RS COUPE WRTY 2026 CBU,https://www.mudah.my/2015-porsche-911-gt3-3-8-rs-coupe-wrty-2026-cbu-109808165.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,15000 - 19999,2015,,3799cc,3799cc,2025,Selangor,"RM850,888"
Honda CIVIC 2.0 TYPE R (FL5)/5A/1K KM ONLY,https://www.mudah.my/2023-honda-civic-2-0-type-r-fl5-5a-1k-km-only-108976900.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,0 - 4999,2023,,1995cc,1995cc,2025,Selangor,"RM277,000"
Ferrari F430 F1 4.3 V8 SCUDERIA F 430,https://www.mudah.my/2009-ferrari-f430-f1-4-3-v8-scuderia-f-430-109808164.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,20000 - 24999,2009,2009,4308cc,2009,2025,Selangor,"RM488,888"
Honda CITY 1.5 E (A) Loan kedai,https://www.mudah.my/2015-honda-city-1-5-e-a-loan-kedai-109507630.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,95000 - 99999,2015,,1497cc,1497cc,2025,Selangor,"RM29,990"
Mercedes Benz CLA180 AMG 1.3(A)/14K KM/360CAM,https://www.mudah.my/2020-mercedes-benz-cla180-amg-1-3-a-14k-km-360cam-109110193.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,10000 - 14999,2020,,1331cc,1331cc,2025,Selangor,"RM212,000"
Mercedes Benz A180 1.3 STYLE SEDAN /PANROOF,https://www.mudah.my/2020-mercedes-benz-a180-1-3-style-sedan-panroof-108639933.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,10000 - 14999,2020,,1331cc,1331cc,2025,Selangor,"RM169,000"
Volkswagen BEETLE 2.0 (A) Limited Unit/CNY OFFER ~,https://www.mudah.my/volkswagen-beetle-2-0-a-limited-unit-cny-offer-108247465.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,140000 - 149999,2008,2008,1595cc,2008,2025,Selangor,"RM20,800"
Perodua ALZA 1.5 EZi(A) CNY Offer~Hrg OTR ~,https://www.mudah.my/perodua-alza-1-5-ezi-a-cny-offer-hrg-otr-109760284.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,160000 - 169999,2010,2010,1495cc,2010,2025,Selangor,"RM17,800"
Toyota CAMRY 2.0 GX (A) 3YRS WARRANTY H/LOAN,https://www.mudah.my/2019-toyota-camry-2-0-gx-a-3yrs-warranty-h-loan-109808160.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,50000 - 54999,2019,,1998cc,1998cc,2025,Johor,"RM83,999"
2021 Porsche 911 CARRERA GTS 991.2 HIGH SPEC,https://www.mudah.my/2017-2021-porsche-911-carrera-gts-991-2-high-spec-109808159.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,35000 - 39999,2017,2017,2981cc,2017,2025,Selangor,"RM609,800"
Honda CITY 1.5 V (A) CAN F. LOAN,https://www.mudah.my/2016-honda-city-1-5-v-a-can-f-loan-109319530.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,70000 - 74999,2016,2016,1497cc,2016,2025,Selangor,"RM38,800"
Honda CR-V 2.0 i-VTEC FACELIFT (A) NEGO SP JD,https://www.mudah.my/2006-honda-cr-v-2-0-i-vtec-facelift-a-nego-sp-jd-109779551.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,190000 - 199999,2006,2006,1998cc,2006,2025,Selangor,"RM17,800"
Honda JAZZ 1.5 V (A),https://www.mudah.my/2018-honda-jazz-1-5-v-a-109072133.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,90000 - 94999,2018,2018,1497cc,2018,2025,Selangor,"RM59,800"
Bmw 320i 2.0 (A),https://www.mudah.my/2014-bmw-320i-2-0-a-109741637.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,140000 - 149999,2014,2014,1997cc,2014,2025,Kuala Lumpur,"RM38,888"
Proton X70 EXECUTIVE 2WD 1.8L (A) UNDER WARRT,https://www.mudah.my/2022-proton-x70-executive-2wd-1-8l-a-under-warrt-109779678.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,60000 - 64999,2022,2022,1799cc,2022,2025,Selangor,"RM63,800"
Toyota ALPHARD 2.5 SC (A) leather pilot seat,https://www.mudah.my/2018-toyota-alphard-2-5-sc-a-leather-pilot-seat-109808157.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,85000 - 89999,2018,,2493cc,2493cc,2025,Kuala Lumpur,"RM179,800"
Land Rover DEFENDER 110 2.0 P300 (A) GRADE A,https://www.mudah.my/2021-land-rover-defender-110-2-0-p300-a-grade-a-109808152.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,5000 - 9999,2021,,1995cc,1995cc,2025,Selangor,"RM358,000"
Mitsubishi ASX 2.0 4WD FACELIFT (A),https://www.mudah.my/2016-mitsubishi-asx-2-0-4wd-facelift-a-109642956.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,70000 - 74999,2016,,1998cc,1998cc,2025,Johor,"RM43,999"
Kia GRAND CARNIVAL 2.2 D SX FULL SPEC,https://www.mudah.my/2019-kia-grand-carnival-2-2-d-sx-full-spec-109302684.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,60000 - 64999,2019,2019,2199cc,2019,2025,Johor,"RM95,999"
/17 Isuzu MU-X 2.5 Diesel 4X2 (A) FULL LOAN,https://www.mudah.my/2014-17-isuzu-mu-x-2-5-diesel-4x2-a-full-loan-108742704.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,110000 - 119999,2014,,2499cc,2499cc,2025,Johor,"RM54,999"
Honda HR-V 1.8 V ENHANCED (A)C.N.Y PROMOTION,https://www.mudah.my/2016-honda-hr-v-1-8-v-enhanced-a-c-n-y-promotion-109502439.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,100000 - 109999,2016,2016,1799cc,2016,2025,Selangor,"RM49,800"
Mazda 3 HATCHBACK SKYACTIV (CKD) 2.0L (A) /MZ,https://www.mudah.my/2021-mazda-3-hatchback-skyactiv-ckd-2-0l-a-mz-108628135.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,60000 - 64999,2021,2021,1998cc,2021,2025,Selangor,"RM119,800"
Mazda 3 2.0 SDN HIGH SKYACTIV (A)3 YEAR WRTY,https://www.mudah.my/2017-mazda-3-2-0-sdn-high-skyactiv-a-3-year-wrty-109504032.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,120000 - 129999,2017,2017,1998cc,2017,2025,Kuala Lumpur,"RM60,800"
